#SVC model inputs for imdb_absa_classifier
#multi-class C:0.05
#binary C:1.8
id	class	binary_class	genre_Adventure	genre_Comedy	genre_Drama	genre_Fantasy	genre_Sci_Fi	mean_review_polarity	Action_very_negative	Action_negative	Action_neutral	Action_positive	Action_very_positive	Audience_very_negative	Audience_negative	Audience_neutral	Audience_positive	Audience_very_positive	Audio_very_negative	Audio_negative	Audio_neutral	Audio_positive	Audio_very_positive	Cast_very_negative	Cast_negative	Cast_neutral	Cast_positive	Cast_very_positive	Comparison_very_negative	Comparison_negative	Comparison_neutral	Comparison_positive	Comparison_very_positive	Direction_very_negative	Direction_negative	Direction_neutral	Direction_positive	Direction_very_positive	Effects_very_negative	Effects_negative	Effects_neutral	Effects_positive	Effects_very_positive	Emotion_very_negative	Emotion_negative	Emotion_neutral	Emotion_positive	Emotion_very_positive	General_very_negative	General_negative	General_neutral	General_positive	General_very_positive	Message_very_negative	Message_negative	Message_neutral	Message_positive	Message_very_positive	Other_very_negative	Other_negative	Other_neutral	Other_positive	Other_very_positive	Overall_very_negative	Overall_negative	Overall_neutral	Overall_positive	Overall_very_positive	Scene_very_negative	Scene_negative	Scene_neutral	Scene_positive	Scene_very_positive	Story_very_negative	Story_negative	Story_neutral	Story_positive	Story_very_positive	None_none	Action_mean	Audience_mean	Audio_mean	Cast_mean	Comparison_mean	Direction_mean	Effects_mean	Emotion_mean	General_mean	Message_mean	Other_mean	Overall_mean	Scene_mean	Story_mean	None_mean
26	1	0	-1	-1	1	-1	-1	-0.16154800000000002	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	9	0.0	0.0	0.0	0.0	-0.1909	0.0	0.0	0.4404	-0.08670000000000001	0.0	0.0	0.0	-0.32277500000000003	-0.6876666666666668	-0.03441111111111112
27	1	0	-1	-1	1	-1	-1	0.2736181818181818	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0.3182	0.3806	0.0	0.37845	0.4836833333333333	0.3182	0.0	0.0	0.16343999999999997	0.0	0.0	0.0	0.0	0.8658	-0.36543333333333333
28	1	0	-1	-1	1	-1	-1	0.005759999999999997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0.0	0.0	0.0	-0.39835	-0.7902	0.539	0.0	0.7351	-0.20826666666666663	0.45010000000000006	0.0	0.0	-0.3822	0.7351	0.07655
29	1	0	-1	-1	1	-1	-1	-0.20885555555555557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0.0	0.0	0.0	0.4019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4588	-0.2604
30	1	0	-1	-1	1	-1	-1	0.0035250000000000004	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	-0.3347	0.0	-0.3347	0.20024999999999998	0.0	0.0	0.0	0.08613333333333333	0.0	0.0	0.0	0.0	0.0	0.0387
31	1	0	-1	-1	1	-1	-1	-0.08639354838709677	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19	0.0	0.1779	0.0	-0.08159999999999999	0.08895	0.0	-0.19179999999999997	0.0	-0.5423	0.0	0.0	0.0	0.0	-0.4767	-0.06438947368421051
32	1	0	-1	-1	1	-1	-1	0.3757941176470589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0.0	0.0	0.0	0.7003	0.551625	0.32282500000000003	0.0	0.0	0.33725000000000005	0.0	0.0	0.0	0.0	-0.3875	0.2643
33	1	0	-1	-1	1	-1	-1	0.04730689655172414	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	10	0.8402	0.0	0.5136	-0.09355000000000002	0.548	0.3182	0.8402	-0.3243	0.0	0.0	0.0	0.0	-0.4019	0.8402	-0.21178
34	1	0	-1	-1	1	-1	-1	-0.28336666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	0.0	0.0	-0.3753	0.0	0.0	0.0	-0.3753	-0.3412	0.0	0.0	0.0	0.0	0.0	-0.2028
35	1	0	-1	-1	1	-1	-1	0.1271625	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.0	0.045	0.0	0.03846666666666667	0.0	0.0	0.0	0.0	0.3038	0.0	0.0	0.0	0.0	0.0	0.12280000000000002
36	1	0	-1	-1	1	-1	-1	0.3318714285714286	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0.0	0.2732	0.0	0.5365	0.0	0.0	0.0	0.0	0.5365	0.0	0.0	0.0	0.0	0.5365	0.1468
37	1	0	-1	-1	1	-1	-1	-0.15403636363636364	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	13	0.0	0.0	0.0	0.2732	0.0	0.0	0.0	0.0	0.0	0.0	-0.8308	0.0	0.0	-0.22310000000000002	-0.17015384615384613
38	1	0	-1	-1	1	-1	-1	0.14921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0.0	0.0	0.0	0.6808	0.0	0.0	0.8481	0.0	0.0	0.0	0.0	0.0	0.0	-0.3182	0.046900000000000004
39	1	0	-1	-1	1	-1	-1	-0.09237777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	1	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	1	0	0	0	11	0.0	0.0	0.0	-0.033079999999999984	-0.11679999999999999	0.0	0.0	0.0	-0.11401666666666664	-0.4215	0.0	0.0	-0.0249	-0.42123333333333335	-0.018109090909090908
40	1	0	-1	-1	1	-1	-1	-0.07811199999999999	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	9	0.12045	0.0	-0.6249	0.3612	0.0	-0.6249	0.0	0.8658	-0.43306666666666666	0.0	0.0	0.0	0.8658	0.13995000000000002	-0.19485555555555556
41	1	0	-1	-1	1	-1	-1	-0.20932499999999998	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0.0	0.4767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.438	-0.438	0.0
42	1	0	-1	-1	1	-1	-1	0.31356	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0.0	0.643	0.643	0.0	0.0	0.0	0.0	0.0	0.2901	0.0	0.0	0.0	0.0	0.8176	-0.09144999999999999
43	1	0	-1	-1	1	-1	-1	-0.06589411764705881	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	-0.2732	0.0	0.0	-0.01815	-0.5574	0.0	0.0601	-0.2732	0.0601	0.0	0.039400000000000004	0.0	0.0	0.0	0.003060000000000007
44	1	0	-1	-1	1	-1	-1	0.019526315789473694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	7	0.0	0.0	0.0	0.15095000000000003	0.0243	0.0	0.0	0.0	-0.5289333333333334	0.0	0.0	0.0	0.0	-0.025459999999999993	0.2512714285714286
45	1	0	-1	-1	1	-1	-1	0.06990000000000002	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	5	0.2023	0.9646	0.0	0.2023	0.0	0.0	0.0	0.0	-0.14876666666666663	0.0	0.0	0.0	0.2023	0.0	-0.04329999999999999
46	1	0	-1	-1	1	-1	-1	0.280985	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	9	-0.3182	0.699	0.0	0.9218	0.0	0.0	0.0	0.0	0.40764999999999996	0.0	0.0	0.0	-0.3182	0.699	0.25618888888888885
47	1	0	-1	-1	1	-1	-1	0.112225	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0.0	0.0	0.0	0.27115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5417333333333333	0.0	-0.1368
48	1	0	-1	-1	1	-1	-1	-0.13647027027027026	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	5	1	1	0	10	-0.296	-0.3625	0.0	-0.17531999999999998	0.8442	-0.6486	0.17745	-0.5859	-0.6626666666666666	0.0	0.0	0.0	-0.5994	-0.12779	0.07489
49	1	0	-1	-1	1	-1	-1	0.44886666666666675	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0.7818	0.0	0.0	0.0	0.0	0.765	0.7818	0.0	0.7818	0.0	0.0	0.0	0.128	-0.20095	0.4215
50	1	0	-1	-1	1	-1	-1	-0.07388571428571426	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	8	-0.2175	0.0	0.0	0.0	0.0	0.0	-0.2175	0.0	0.6339	0.0	0.5994	0.0	-0.7096	-0.1779	-0.0188
